Title,Company,Company_Rating,Location,Salary,Date,Description,Yearly,Hourly,Min_Salary,Max_Salary,Avg_Salary,Remote,State,Posted_Date,Python,R_studio,Spark,Excel,SQL,Hadoop
Sr. Global Supply Management Analyst,Corning Optical Communications,3.8,"Reynosa, Tamps.","$30,000 - $45,000 al mes",EmployerActivo hace 14 días,"Conducts data analysis, metrics reporting, purchasing information.
 Ability to collect and analyze data resulting in recommendations for key projects.",0,0,30000,45000,37500.0,0, Tamps.,2022-04-20,0,0,0,0,0,0
Sr. Molding Engineer,Corning Optical Communications,3.8,"Reynosa, Tamps.","$40,000 - $60,000 al mes",EmployerActivo hace 18 días,"Analyze manufacturing data and suggest improvements.
 Supervise technical Process group to achieve the critical goals established by the molding department.",0,0,40000,60000,50000.0,0, Tamps.,2022-04-16,0,0,0,0,0,0
Marketing Coordinator,Rincon Property Management Inc.,,"Guadalajara, Jal.","$22,500 al mes",PostedHoy,"Analyzing data with me to identify trends, performance, etc.
 Using the latest technology ensures that each member of our team is able to stay up-to-date with…",0,0,22500,22500,22500.0,0, Jal.,2022-05-04,0,0,0,0,0,0
Android Developer,iTjuana,,"Remoto in Tijuana, B.C.","$35,000 - $45,000 al mes",EmployerActivo hace 3 días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time.",0,0,35000,45000,40000.0,1, B.C.,2022-05-01,0,0,0,0,0,0
Sr. Global Supply Management Analyst,Corning Optical Communications,3.8,"Reynosa, Tamps.","$30,000 - $45,000 al mes",EmployerActivo hace 14 días,"Conducts data analysis, metrics reporting, purchasing information.
 Ability to collect and analyze data resulting in recommendations for key projects.",0,0,30000,45000,37500.0,0, Tamps.,2022-04-20,0,0,0,0,0,0
Recepcionista / Auxiliar Administrativo Ingles Indispensable,International Teacher Training Organization,,"Guadalajara, Jal.","$6,600 al mes",Postedhace 2 días,Enrollment of students * Keep a keen eye on your data * Schedule your follow-up activities * Warm up prospects to speed up deal flow * Qualify inbound leads * …,0,0,6600,6600,6600.0,0, Jal.,2022-05-02,0,0,0,0,0,0
iOS Developer Full Remote Position,iTjuana,,Remoto in México,"$30,000 - $60,000 al mes",EmployerActivo hace 2 días,"Implementing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time.",0,0,30000,60000,45000.0,1,Remoto in México,2022-05-02,0,0,0,0,0,0
Node JS Developer,FreeAgent CRM,,"Guadalajara, Jal.","$50,000 al mes",Postedhace 1 día,"Migrate data from CSV and other systems into FreeAgent CRM.
 Work with members of the Customer Success team in capturing requirements, defining the solutions,…",0,0,50000,50000,50000.0,0, Jal.,2022-05-03,0,0,0,0,0,0
Ejecutivo de ventas TI,Taltere,,"Tlalnepantla, Méx.","$14,000 al mes",Postedhace 1 día,"Esta posición se enfoca en atender clientes nuevos y dar seguimiento a la cartera generada.
 1 a 2 años de experiencia en ventas de CCTV, Ciberseguridad, Data…",0,0,14000,14000,14000.0,0, Méx.,2022-05-03,0,0,0,0,0,0
Senior Software Engineer,Agave Lab,,"Guadalajara, Jal.","$40,000 - $60,000 al mes",Postedhace 5 días,"You are familiar with data structures, storage systems, cloud infrastructure, front-end frameworks, and other technical tools.
 Pool at the office (splash!!).",0,0,40000,60000,50000.0,0, Jal.,2022-04-29,0,0,0,0,0,0
Software QA Engineer / Tester,Dilato Tecnologías de la Información LTDA,,"Tijuana, B.C.","$16,000 - $18,000 al mes",EmployerActivo hace 3 días,"Prepare the related test data and configuration environment according to the above plans.
 We offer comprehensive QA services that combine the best resources…",0,0,16000,18000,17000.0,0, B.C.,2022-05-01,0,0,0,0,0,0
Molding Training & Development Leader,Corning Optical Communications,3.8,"Reynosa, Tamps.","$40,000 - $90,000 al mes",EmployerActivo hace 8 días,"We are looking for our Molding Training & Development Leader who will be key to establish, implement and monitor training and development programs for the…",0,0,40000,90000,65000.0,0, Tamps.,2022-04-26,0,0,0,0,0,0
Real Estate Agent (Realtor),Reliance Fund,,"Apodaca, N. L.","$10,000 al mes",EmployerActivo hace 3 días,"The candidate will manage activities related to property research, outreach, property acquisition, property management, due diligence, property sale, including…",0,0,10000,10000,10000.0,0, N. L.,2022-05-01,0,0,0,0,0,0
Automation Tester [SDET],iTjuana,,Baja California,"$25,000 - $60,000 al mes",Postedhace 30+ días,"Implementing and testing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time.",0,0,25000,60000,42500.0,0,Baja California,2022-04-04,0,0,0,0,0,0
Mobile Android Developer - Full Remote / Desarrollador Móvil...,iTjuana,,"Remoto in Monterrey, N. L.","$40,000 - $50,000 al mes",EmployerActivo hace 16 días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time.",0,0,40000,50000,45000.0,1, N. L.,2022-04-18,0,0,0,0,0,0
Supervisor de Finanzas,Confíe Tijuana,,"Tijuana, B.C.","$33,000 - $34,000 al mes",EmployerActivo hace 9 días,"Join a team that owns the timely and correct compilation and approval of Financial Statements, driving standards and maintaining consistency in data.",0,0,33000,34000,33500.0,0, B.C.,2022-04-25,0,0,0,0,0,0
Software Engineer - Test Automation,iTjuana,,"Sinaloa, Sin.+3 ubicaciones","$60,000 - $65,000 al mes",Postedhace 8 días,"Implementing and testing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time.",0,0,60000,65000,62500.0,0, Sin.,2022-04-26,0,0,0,0,0,0
Test Automation,iTjuana,,"Querétaro, Qro.","$60,000 - $65,000 al mes",Postedhace 8 días,"Implementing and testing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time.",0,0,60000,65000,62500.0,0, Qro.,2022-04-26,0,0,0,0,0,0
Android Engineer,iTjuana,,"Remoto in Tijuana, B.C.","$30,000 - $50,000 al mes",EmployerActivo hace 3 días,"3+ years experience in Android development.
 Experience working with: Java/Kotlin.
 Experience with Room or SQLite DBs.
 What Will Make You Stand Out: *.",0,0,30000,50000,40000.0,1, B.C.,2022-05-01,0,0,0,0,1,0
Recepcionista / Auxiliar Administrativo Ingles Indispensable,International Teacher Training Organization,,"Guadalajara, Jal.","$6,600 al mes",Postedhace 2 días,Enrollment of students * Keep a keen eye on your data * Schedule your follow-up activities * Warm up prospects to speed up deal flow * Qualify inbound leads * …,0,0,6600,6600,6600.0,0, Jal.,2022-05-02,0,0,0,0,0,0
iOS Developer Remote Positions,iTjuana,,"Remoto in Querétaro, Qro.+1 ubicación","$33,000 - $63,000 al mes",EmployerActivo hace 5 días,"Implementing web and mobile experiences based on data insights.
 Test enthusiastic and practitioner of TDD.
 Write high quality code, using software engineering…",0,0,33000,63000,48000.0,1, Qro.,2022-04-29,0,0,0,0,0,0
iOS Developer Full Remote Position,iTjuana,,Remoto in México,"$30,000 - $60,000 al mes",EmployerActivo hace 2 días,"Implementing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time.",0,0,30000,60000,45000.0,1,Remoto in México,2022-05-02,0,0,0,0,0,0
Software QA Engineer / Tester,Dilato Tecnologías de la Información LTDA,,"Tijuana, B.C.","$16,000 - $18,000 al mes",EmployerActivo hace 3 días,"Prepare the related test data and configuration environment according to the above plans.
 We offer comprehensive QA services that combine the best resources…",0,0,16000,18000,17000.0,0, B.C.,2022-05-01,0,0,0,0,0,0
Representante de Servicio al Cliente,GDIT,3.8,"Monterrey, N. L.","$3,440 - $13,908 al mes",Postedhace 20 días,"Capture biometric data of Applicants, including 10 fingerprints and a digital picture, using the equipment and software provided by GDIT.",0,0,3440,13908,8674.0,0, N. L.,2022-04-14,0,0,0,0,0,0
Marketing Coordinator,Rincon Property Management Inc.,,"Guadalajara, Jal.","$22,500 al mes",PostedHoy,"Analyzing data with me to identify trends, performance, etc.
 Using the latest technology ensures that each member of our team is able to stay up-to-date with…",0,0,22500,22500,22500.0,0, Jal.,2022-05-04,0,0,0,0,0,0
LIDER DE MERCADOTECNIA,Ana Davila,,"Saltillo, Coah.","$13,000 al mes",Postedhace 2 días,"Creacipon y Gestión de campañas.
 A/B Testing y Diseño de Embudos de Conversión.
 Aportar Ideas creativas para las estrategias de marketing.",0,0,13000,13000,13000.0,0, Coah.,2022-05-02,0,0,0,0,0,0
Supervisor de Finanzas,Confíe Tijuana,,"Tijuana, B.C.","$33,000 - $34,000 al mes",EmployerActivo hace 9 días,"Join a team that owns the timely and correct compilation and approval of Financial Statements, driving standards and maintaining consistency in data.",0,0,33000,34000,33500.0,0, B.C.,2022-04-25,0,0,0,0,0,0
ejecutivo de ventas,Data Voice,3.4,"Tlalnepantla, Méx.","$5,700 al mes",EmployerActivo hace 3 días,"Experiencia mínima 6 Meses en vetas call center o face to face.
 Medio tiempo 07:00-13:00 de lunes a viernes a sábado.
 Bachillerato trunco o en curso (Deseable).",0,0,5700,5700,5700.0,0, Méx.,2022-05-01,0,0,0,0,0,0
Costumer Service / Atencion al Cliente / Auxiliar Administra...,Majestic Management,,"Tijuana, B.C.","$4,585 - $14,166 al mes",Postedhace 1 día,"Enter and verifying data.
 Developing and maintaining an excellent relationship with customers by responding courteously and professionally to all inquiries.",0,0,4585,14166,9375.5,0, B.C.,2022-05-03,0,0,0,1,0,0
LIDER DE MERCADOTECNIA,Ana Davila,,"Saltillo, Coah.","$13,000 al mes",Postedhace 2 días,"Creacipon y Gestión de campañas.
 A/B Testing y Diseño de Embudos de Conversión.
 Aportar Ideas creativas para las estrategias de marketing.",0,0,13000,13000,13000.0,0, Coah.,2022-05-02,0,0,0,0,0,0
Supervisor de Finanzas,Confíe Tijuana,,"Tijuana, B.C.","$33,000 - $34,000 al mes",EmployerActivo hace 9 días,"Join a team that owns the timely and correct compilation and approval of Financial Statements, driving standards and maintaining consistency in data.",0,0,33000,34000,33500.0,0, B.C.,2022-04-25,0,0,0,0,0,0
ADMINISTRADOR DE DATOS JR,Nukote Coating Systems Mexico.,,"Monterrey, N. L.","$16,000 al mes",EmployerActivo hace 26 días,"CONOCIMIENTO DE BASE DE DATOS INTERMEDIO/AVANZADO.
 EXPERIENCIA EN LA IMPLEMENTACIÓN DE UN ERP (DESEADA).",0,0,16000,16000,16000.0,0, N. L.,2022-04-08,0,0,0,0,0,0
Software Engineer - Test Automation,iTjuana,,"Sinaloa, Sin.+3 ubicaciones","$60,000 - $65,000 al mes",Postedhace 8 días,"Implementing and testing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time.",0,0,60000,65000,62500.0,0, Sin.,2022-04-26,0,0,0,0,0,0
Senior Java Backend Developer (Remote in all MEXICO),Jonajo Consulting,,"Remoto temporalmente in Monterrey, N. L.+3 ubicaciones","$40,000 - $60,000 al mes",Postedhace 2 días,"Strong in data modeling/database organization experience.
 Strong in data modeling/database organization experience.
 Java Developer, Typescript a plus.",0,0,40000,60000,50000.0,1, N. L.,2022-05-02,0,0,0,0,0,0
Ejecutivo de ventas y recuperación de clientes,Data Voice,3.4,"Tlalnepantla, Méx.","$4,600 al mes",Contratación continua,"Realizar llamadas a clientes que ya cuentan con un registro.
 Experiencia mínima 6 Meses en ventas call center o face to face.",0,0,4600,4600,4600.0,0, Méx.,2022-05-04,0,0,0,0,0,0
iOS Developer Remote Positions,iTjuana,,"Remoto in Querétaro, Qro.+1 ubicación","$33,000 - $63,000 al mes",EmployerActivo hace 5 días,"Implementing web and mobile experiences based on data insights.
 Test enthusiastic and practitioner of TDD.
 Write high quality code, using software engineering…",0,0,33000,63000,48000.0,1, Qro.,2022-04-29,0,0,0,0,0,0
Realtor/Real Estate experienced professional,Reliance Fund,,"Saltillo, Coah.","$10,000 al mes",EmployerActivo hace 9 días,"Communication with clients and partners.
 Monitoring and maintenance of database.
 Prior experience in the U.S. is welcome, but not necessary.",0,0,10000,10000,10000.0,0, Coah.,2022-04-25,0,0,0,0,0,0
Automation Tester [SDET],iTjuana,,Baja California,"$25,000 - $60,000 al mes",Postedhace 30+ días,"Implementing and testing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time.",0,0,25000,60000,42500.0,0,Baja California,2022-04-04,0,0,0,0,0,0
Ejecutivo de ventas TI,Taltere,,"Tlalnepantla, Méx.","$14,000 al mes",Postedhace 1 día,"Esta posición se enfoca en atender clientes nuevos y dar seguimiento a la cartera generada.
 1 a 2 años de experiencia en ventas de CCTV, Ciberseguridad, Data…",0,0,14000,14000,14000.0,0, Méx.,2022-05-03,0,0,0,0,0,0
iOS Developer Full Remote Position,iTjuana,,Remoto in México,"$30,000 - $60,000 al mes",EmployerActivo hace 2 días,"Implementing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time.",0,0,30000,60000,45000.0,1,Remoto in México,2022-05-02,0,0,0,0,0,0
Sr. Molding Engineer,Corning Optical Communications,3.8,"Reynosa, Tamps.","$40,000 - $60,000 al mes",EmployerActivo hace 18 días,"Analyze manufacturing data and suggest improvements.
 Supervise technical Process group to achieve the critical goals established by the molding department.",0,0,40000,60000,50000.0,0, Tamps.,2022-04-16,0,0,0,0,0,0
BGV- Service Delivery Executive,Neeyamo Enterprise Solutions,,"San Andrés Cholula, Pue.","$7,500 al mes",PostedHoy,"Candidate should have the capability to own the problem and get the job done effectively- must be capable of getting verifications, solving customer issues…",0,0,7500,7500,7500.0,0, Pue.,2022-05-04,0,0,0,0,0,0
Ejecutivo de ventas y recuperación de clientes,Data Voice,3.4,"Tlalnepantla, Méx.","$4,600 al mes",Contratación continua,"Realizar llamadas a clientes que ya cuentan con un registro.
 Experiencia mínima 6 Meses en ventas call center o face to face.",0,0,4600,4600,4600.0,0, Méx.,2022-05-04,0,0,0,0,0,0
Molding Manager,Corning Optical Communications,3.8,"Reynosa, Tamps.","$80,000 - $100,000 al mes",EmployerActivo hace 2 días,"We’re looking for a proven leader who’s eager to grow, manage, and inspire a group that includes but not limited to Molding Engineering (Process, Tooling,…",0,0,80000,100000,90000.0,0, Tamps.,2022-05-02,0,0,0,0,0,0
Ejecutivo de ventas TI,Taltere,,"Tlalnepantla, Méx.","$14,000 al mes",Postedhace 1 día,"Esta posición se enfoca en atender clientes nuevos y dar seguimiento a la cartera generada.
 1 a 2 años de experiencia en ventas de CCTV, Ciberseguridad, Data…",0,0,14000,14000,14000.0,0, Méx.,2022-05-03,0,0,0,0,0,0
Software Development Engineer (Web) Full Stack Engineer,iTjuana,,"Tijuana, B.C.","$40,000 - $50,000 al mes",EmployerActivo hace 6 días,"You will be hired to help enhance our mobile applications within our existing and new SaaS product offerings.
 3+ years experience working full stack development…",0,0,40000,50000,45000.0,0, B.C.,2022-04-28,0,0,0,0,0,0
Desarrollo de aplicaciones móviles Android / iOS,iTjuana,,"Monterrey, N. L.+1 ubicación","$80,000 al mes",Postedhace 17 días,"You will write high quality code, using software engineering best practices to ensure your product is high quality and delivered on time.",0,0,80000,80000,80000.0,0, N. L.,2022-04-17,0,0,0,0,0,0
Costumer Service / Atencion al Cliente / Auxiliar Administra...,Majestic Management,,"Tijuana, B.C.","$4,585 - $14,166 al mes",Postedhace 1 día,"Enter and verifying data.
 We are looking for a proficient customer service representative that is looking to grow.
 Tipo de puesto: Tiempo completo.",0,0,4585,14166,9375.5,0, B.C.,2022-05-03,0,0,0,0,0,0
